2026-08-29T07:56:35.889Z,2, 214230, 275040, 100, 1071.72, 60;3, 163302, 275040, 100, 1070.58, 66
2026-08-29T07:56:36.977Z,2, 214230, 275040, 100, 927.99, 63;3, 163302, 275040, 100, 1068.26, 64
2026-08-29T07:56:38.067Z,2, 214230, 275040, 100, 719.28, 49;3, 163302, 275040, 100, 1080.29, 67
2026-08-29T07:56:39.176Z,2, 214232, 275040, 100, 671.64, 52;3, 163304, 275040, 100, 1063.81, 68
2026-08-29T07:56:40.264Z,2, 214232, 275040, 100, 725.52, 60;3, 163304, 275040, 100, 1061.60, 67
2026-08-29T07:56:41.361Z,2, 214232, 275040, 100, 846.29, 61;3, 163304, 275040, 100, 1065.44, 68
2026-08-29T07:56:42.474Z,2, 214232, 275040, 100, 1086.03, 62;3, 163304, 275040, 100, 1079.47, 70
2026-08-29T07:56:43.582Z,2, 214240, 275040, 0, 205.05, 45;3, 163312, 275040, 0, 221.40, 53
2026-08-29T07:56:44.751Z,2, 214240, 275040, 100, 768.17, 61;3, 163312, 275040, 0, 217.99, 53
2026-08-29T07:56:45.872Z,2, 214240, 275040, 100, 1092.31, 62;3, 163312, 275040, 0, 217.27, 52
2026-08-29T07:56:46.972Z,2, 214240, 275040, 100, 1080.81, 62;3, 163312, 275040, 0, 217.20, 52
2026-08-29T07:56:48.082Z,2, 214240, 275040, 100, 1084.07, 60;3, 163312, 275040, 0, 216.61, 52
2026-08-29T07:56:49.181Z,2, 214240, 275040, 0, 484.91, 46;3, 163312, 275040, 0, 215.80, 52
2026-08-29T07:56:50.327Z,2, 214240, 275040, 0, 201.34, 45;3, 163312, 275040, 23, 330.23, 54
2026-08-29T07:56:51.425Z,2, 214246, 275040, 0, 200.27, 44;3, 163318, 275040, 100, 985.86, 66
2026-08-29T07:56:52.529Z,2, 217520, 275040, 100, 456.80, 46;3, 166592, 275040, 100, 1029.53, 66
2026-08-29T07:56:53.704Z,2, 217520, 275040, 100, 891.23, 57;3, 166592, 275040, 100, 981.18, 66
2026-08-29T07:56:54.863Z,2, 224076, 275040, 0, 370.75, 44;3, 173148, 275040, 0, 375.16, 53
2026-08-29T07:56:55.984Z,2, 224076, 275040, 0, 222.96, 43;3, 173148, 275040, 0, 240.15, 52
2026-08-29T07:56:57.093Z,2, 224076, 275040, 100, 729.16, 57;3, 173148, 275040, 0, 215.88, 51
2026-08-29T07:56:58.184Z,2, 224076, 275040, 100, 1098.12, 57;3, 173148, 275040, 0, 215.21, 50
2026-08-29T07:56:59.281Z,2, 224076, 275040, 100, 1083.85, 60;3, 173148, 275040, 0, 214.97, 50
2026-08-29T07:57:00.391Z,2, 224076, 275040, 100, 1081.08, 60;3, 173148, 275040, 0, 213.58, 49
2026-08-29T07:57:01.526Z,2, 224076, 275040, 0, 507.56, 44;3, 173148, 275040, 0, 213.48, 49
2026-08-29T07:57:02.700Z,2, 224076, 275040, 0, 199.92, 42;3, 173148, 275040, 46, 312.72, 54
2026-08-29T07:57:03.781Z,2, 224076, 275040, 0, 198.48, 41;3, 173148, 275040, 100, 991.71, 64
2026-08-29T07:57:04.891Z,2, 224076, 275040, 0, 198.40, 41;3, 173148, 275040, 39, 916.30, 53
2026-08-29T07:57:05.991Z,2, 224076, 275040, 0, 198.25, 40;3, 173148, 275040, 0, 215.51, 49
2026-08-29T07:57:07.096Z,2, 224076, 275040, 100, 920.52, 56;3, 173148, 275040, 0, 213.34, 48
2026-08-29T07:57:08.234Z,2, 224076, 275040, 100, 1086.22, 58;3, 173148, 275040, 0, 212.94, 48
2026-08-29T07:57:09.336Z,2, 224076, 275040, 100, 1091.31, 59;3, 173148, 275040, 0, 211.88, 48
2026-08-29T07:57:10.418Z,2, 224076, 275040, 100, 1086.82, 59;3, 173148, 275040, 0, 211.60, 47
2026-08-29T07:57:11.521Z,2, 224076, 275040, 0, 395.20, 42;3, 173148, 275040, 0, 211.48, 47
2026-08-29T07:57:12.623Z,2, 224076, 275040, 0, 198.32, 41;3, 173148, 275040, 100, 801.12, 62
2026-08-29T07:57:13.736Z,2, 224076, 275040, 0, 197.81, 40;3, 173148, 275040, 100, 1070.92, 64
2026-08-29T07:57:14.839Z,2, 224076, 275040, 0, 197.41, 40;3, 173148, 275040, 0, 310.38, 48
2026-08-29T07:57:15.922Z,2, 224076, 275040, 0, 196.80, 39;3, 173148, 275040, 0, 211.68, 47
2026-08-29T07:57:17.021Z,2, 224076, 275040, 0, 196.41, 39;3, 173148, 275040, 0, 211.19, 47
2026-08-29T07:57:18.103Z,2, 224076, 275040, 0, 196.41, 39;3, 173148, 275040, 0, 210.45, 47
2026-08-29T07:57:19.285Z,2, 88290, 275040, 0, 203.45, 39;3, 173148, 275040, 0, 210.00, 46
2026-08-29T07:57:20.385Z,2, 88290, 275040, 0, 196.49, 38;3, 173148, 275040, 0, 209.62, 46
2026-08-29T07:57:21.455Z,2, 88290, 275040, 0, 196.38, 38;3, 173148, 275040, 0, 209.73, 46
2026-08-29T07:57:22.527Z,2, 88290, 275040, 0, 196.30, 38;3, 173148, 275040, 0, 209.56, 46
2026-08-29T07:57:23.600Z,2, 88290, 275040, 0, 196.18, 38;3, 173148, 275040, 0, 209.57, 46
2026-08-29T07:57:24.682Z,2, 88388, 275040, 0, 195.95, 38;3, 173252, 275040, 0, 209.34, 45
2026-08-29T07:57:25.773Z,2, 88934, 275040, 0, 196.53, 38;3, 173784, 275040, 0, 210.09, 45
2026-08-29T07:57:26.855Z,2, 88934, 275040, 0, 194.67, 37;3, 89212, 275040, 0, 212.34, 45
2026-08-29T07:57:27.927Z,2, 88934, 275040, 0, 194.47, 37;3, 89212, 275040, 0, 207.66, 45
2026-08-29T07:57:29.021Z,2, 88934, 275040, 0, 194.55, 37;3, 89212, 275040, 0, 207.63, 45
2026-08-29T07:57:30.144Z,2, 88934, 275040, 0, 194.43, 37;3, 89212, 275040, 0, 207.51, 45
